address,attempt,compiler,flags,result,summary
0x80018004,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80018150,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x800181EC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80019B2C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x38: 0c!=0b; word +0x38: 0c004104!=0b004104
0x80019B2C,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: 04!=21; word +0x14: 04008004!=2100a3a0; relocations differ
0x80019B2C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4c: 21!=ff; word +0x4c: 2100a2a0!=ff004330
0x80019B2C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x38: 0c!=0b; word +0x38: 0c004104!=0b004104
0x80019B2C,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x38: 0c!=0b; word +0x38: 0c004104!=0b004104
0x80019B2C,6,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x8001D518,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x6c: 01!=08; word +0x6c: 0180023c!=08000296; relocations differ
0x8001D518,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x80021810,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 10!=40; word +0x4: 1000b0af!=40180400; relocations differ
0x80021810,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 10!=c0; word +0x4: 1000b0af!=c0100400; relocations differ
0x80021810,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: e8!=e0; word +0x0: e8ffbd27!=e0ffbd27; relocations differ
0x80021810,4,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80022FF0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 24!=20; word +0xc: 2400bfaf!=2000b4af; relocations differ
0x80022FF0,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x30: 21!=04; word +0x30: 21900000!=0400658e; relocations differ
0x80022FF0,3,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80024388,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80026B34,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 13!=12; word +0xc: 13004010!=12004010; relocations differ
0x80026B34,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x80026BA4,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x24: 0e!=0d; word +0x24: 0e008214!=0d008214; relocations differ
0x80026BA4,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x8002892C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 18!=19; word +0xc: 18006010!=19006010
0x8002892C,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 18!=19; word +0xc: 18006010!=19006010
0x8002892C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 18!=19; word +0xc: 18006010!=19006010
0x8002892C,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0xc: 18!=1a; word +0xc: 18006010!=1a006010
0x8002892C,5,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0xc: 18!=1a; word +0xc: 18006010!=1a006010
0x8002892C,6,gcc_2_8_1_g8,gcc_2_8_1_g8,deferred,byte +0x2: 83!=84; word +0x0: 4c038393!=4c038493
0x80029164,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 0f!=80; word +0xc: 0f80033c!=80111000
0x80029164,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x58: 2c!=0a; word +0x58: 2c00438c!=0a80033c
0x80029164,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x58: 2c!=0a; word +0x58: 2c00438c!=0a80033c
0x80029164,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 0f!=80; word +0xc: 0f80033c!=80111000
0x80029164,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 0f!=24; word +0xc: 0f80033c!=2400bfaf
0x80029164,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x60: 24!=10; word +0x60: 2400bf8f!=10006334
0x8002C604,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x15: 20!=28; word +0x14: 21204000!=21284000
0x8002C604,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x15: 20!=38; word +0x14: 21204000!=21384000
0x8002C604,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x20: 01!=1c; word +0x20: 0180033c!=1c0082a0
0x8002C604,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2c: 0f!=18; word +0x2c: 0f80023c!=180090a4
0x8002C604,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x28: 1c!=0f; word +0x28: 1c0082a0!=0f80053c
0x8002C604,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x4a: 43!=45; word +0x48: 0800438c!=0800458c
0x8002CCE4,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x5: 30!=10; word +0x4: c3300200!=c3100200
0x8002CCE4,2,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x2: 82!=86; word +0x0: ff078230!=ff078630
0x8002CCE4,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x4: c3!=07; word +0x4: c3300200!=07008530
0x8002CCE4,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 0c!=0b; word +0xc: 0c004010!=0b004010
0x8002CCE4,5,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0xc: 0c!=0b; word +0xc: 0c004010!=0b004010
0x8002CCE4,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x18: 80!=1d; word +0x18: 80000224!=1d80023c
0x8002CE64,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x34: b6!=b7; word +0x34: b6b30008!=b7b30008
0x8002CE64,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0xc: 0b!=0a; word +0xc: 0b004014!=0a004014
0x8002CE64,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x34: b6!=b7; word +0x34: b6b30008!=b7b30008
0x8002CE64,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x16: 04!=02; word +0x14: 0a80043c!=0a80023c
0x8002CE64,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x34: b6!=b7; word +0x34: b6b30008!=b7b30008
0x8002CE64,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,deferred,byte +0x2e: 01!=02; word +0x2c: 0a80013c!=0a80023c
0x8002E9A0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xa: 86!=82; word +0x8: 02008624!=02008224
0x8002E9A0,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x30: 01!=03; word +0x30: 0100c290!=03008390
0x8002E9A0,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x32: c2!=c3; word +0x30: 0100c290!=0100c390
0x8002E9A0,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 00!=07; word +0x3c: 00120200!=07000324
0x8002E9A0,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x41: 28!=10; word +0x40: 2528a200!=2510a200
0x8002E9A0,6,gcc_2_8_1_g8,gcc_2_8_1_g8,deferred,byte +0x2c: 02!=01; word +0x2c: 02008590!=0100c290
0x8002EDB0,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x22: 43!=50; word +0x20: 00004390!=00005090
0x8002EDB0,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x10: 12!=11; word +0x10: 12004014!=11004014
0x8002EDB0,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x34: 21!=00; word +0x34: 21806000!=00000000
0x8002EDB0,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x10: 12!=11; word +0x10: 12004014!=11004014
0x8002EDB0,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2c: 7f!=21; word +0x2c: 7f006430!=21806000
0x8002EDB0,6,gcc_2_8_1_g8,gcc_2_8_1_g8,deferred,byte +0x10: 12!=11; word +0x10: 12004014!=11004014
0x8002FFD4,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 09!=18; word +0x14: 0980023c!=1800bfaf
0x8002FFD4,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0xc: 14!=18; word +0xc: 1400b1af!=1800b2af
0x8002FFD4,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 09!=18; word +0x14: 0980023c!=1800b2af
0x8002FFD4,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 09!=18; word +0x14: 0980023c!=1800b2af
0x8002FFD4,5,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x14: 09!=18; word +0x14: 0980023c!=1800b2af
0x8002FFD4,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x14: 09!=1c; word +0x14: 0980023c!=1c00bfaf
0x80031E5C,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x5: 28!=18; word +0x4: 21288000!=21188000
0x80031E5C,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x10: 16!=08; word +0x10: 16000624!=08566324
0x80031E5C,3,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x10: 16!=24; word +0x10: 16000624!=2400bfaf
0x80031E5C,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x10: 16!=24; word +0x10: 16000624!=2400bfaf
0x80031E5C,5,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x8: 03!=16; word +0x8: 03000424!=16000624
0x80031E5C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x10: 16!=24; word +0x10: 16000624!=2400bfaf
0x80032B60,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 21!=00; word +0x0: 21108000!=0000868c
0x80032B60,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x18: 14!=12; word +0x18: 14006014!=12006014
0x80032B60,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x32: 43!=42; word +0x30: 04004384!=04004284
0x80032B60,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x40: 21!=ff; word +0x40: 21186400!=ffff4224
0x80032B60,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x28: 1d!=04; word +0x28: 1d80043c!=04004384
0x80032B60,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x18: 14!=15; word +0x18: 14006014!=15006014
0x80032BD4,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 21!=00; word +0x0: 21108000!=0000868c
0x80032BD4,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x18: 14!=12; word +0x18: 14006014!=12006014
0x80032BD4,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x32: 43!=42; word +0x30: 04004384!=04004284
0x80032BD4,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x40: 21!=ff; word +0x40: 21186400!=ffff4224
0x80032BD4,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x28: 1d!=04; word +0x28: 1d80043c!=04004384
0x80032BD4,6,gcc_2_8_1_g0,gcc_2_8_1_g0,deferred,byte +0x18: 14!=15; word +0x18: 14006014!=15006014
0x80036F80,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1f: 14!=10; word +0x1c: 02004014!=02004010
0x80036F80,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 10!=c0; word +0xc: 1000bfaf!=c0c00534
0x80036F80,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xc: 10!=c0; word +0xc: 1000bfaf!=c0000524
0x80036F80,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: e8!=2e; word +0x0: e8ffbd27!=2e048293
0x80036F80,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: e8!=2e; word +0x0: e8ffbd27!=2e048293
0x80036F80,6,gcc_2_8_1_g8,gcc_2_8_1_g8,deferred,byte +0x4: 2e!=10; word +0x4: 2e048293!=1000bfaf
0x8002827C,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 16!=0c; word +0x0: 16008294!=0c008284
0x8002827C,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 1d!=0c; word +0x14: 1d80023c!=0c008284
0x8002827C,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 1d!=0c; word +0x14: 1d80023c!=0c008284
0x8002827C,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,matched,exact linked bytes and relocations
0x8002C400,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x7: 10!=14; word +0x4: 10004010!=10004014
0x8002C400,2,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8002C938,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x18: 03!=02; word +0x18: 0300a010!=0200a010
0x8002C938,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x12: 06!=03; word +0x10: 14000624!=14000324
0x8002C938,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1d: 18!=10; word +0x1c: c0180600!=c0100600
0x8002C938,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1d: 18!=10; word +0x1c: c0180600!=c0100600
0x8002C938,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x3d: 30!=28; word +0x3c: 21300000!=21280000
0x8002C938,6,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8002CB80,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 06!=07; word +0x4: 06008004!=07008104
0x8002CB80,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x24: 2a!=06; word +0x24: 2a10a300!=0600a228
0x8002CB80,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x44: 03!=fe; word +0x44: 03008514!=feff8424
0x8002CB80,4,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8002D370,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,"/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld failed (1):
/home/superconta/data/share/yugioh/tools/toolchains/binutils-2.42/bin/mipsel-none-elf-ld: small-data section too large; lower small-data size limit (see option -G)
/home/superconta/data/share/yugioh/tmp/agents/wave3-mid/build/8002D370/v1/candidate.o: in function `func_8002D370':
(.text+0x20): relocation truncated to fit: R_MIPS_GPREL16 against `D_80010000'
"
0x8002D370,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x44: fa!=f9; word +0x44: fab40008!=f9b40008
0x8002D370,3,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x8002D6C8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 06!=05; word +0x3c: 06004014!=05004014
0x8002D6C8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x8002E3FC,1,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8002E6B8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 86!=85; word +0x0: 8803868f!=8803858f
0x8002E6B8,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0xe: c7!=c2; word +0xc: 0200c724!=0200c224
0x8002E6B8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x8002E918,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: a6!=a2; word +0x10: 0200a624!=0200a224
0x8002E918,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x25: 18!=20; word +0x24: 25186200!=25206200
0x8002E918,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1a: a2!=a3; word +0x18: 0100a290!=0100a390
0x8002E918,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 63!=64; word +0x3c: 63ba0008!=64ba0008
0x8002E918,5,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x3c: 63!=64; word +0x3c: 63ba0008!=64ba0008
0x8002E918,6,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x8002F440,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x10: 11!=0f; word +0x10: 11004014!=0f004014
0x8002F440,2,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x10: 11!=0f; word +0x10: 11004014!=0f004014
0x8002F440,3,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x10: 11!=0e; word +0x10: 11004014!=0e004014
0x8002F440,4,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,matched,exact linked bytes and relocations
0x8002F968,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80030EC8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,matched,exact linked bytes and relocations
0x80032370,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 1d!=0f; word +0x0: 1d80023c!=0f000624
0x80032370,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2: 02!=06; word +0x0: 1d80023c!=1d80063c
0x80032370,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2: 02!=06; word +0x0: 1d80023c!=1d80063c
0x80032370,4,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,nonmatch,byte +0x2: 02!=06; word +0x0: 1d80023c!=1d80063c
0x80032370,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 1d!=0f; word +0x0: 1d80023c!=0f000524
0x80032370,6,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80035AF0,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1: 38!=10; word +0x0: 40380400!=40100400
0x80035AF0,2,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x1: 38!=10; word +0x0: 40380400!=40100400
0x80035AF0,3,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x20: 00!=08; word +0x20: 0080c634!=08000324
0x80035AF0,4,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: 0f!=00; word +0x14: 0f80033c!=0080c634
0x80035AF0,5,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80035B7C,1,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80035C38,1,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x8003735C,1,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x2: 82!=83; word +0x0: 5c008294!=5c008394
0x8003735C,2,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80037C74,1,gcc_2_8_1_g0,gcc_2_8_1_g0,matched,exact linked bytes and relocations
0x80038798,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: ff!=00; word +0x14: ffff4430!=00804230
0x80038798,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x14: ff!=00; word +0x14: ffff4430!=00804230
0x80038798,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: ff!=00; word +0x14: ffff4430!=00804230
0x80038798,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1a: 82!=84; word +0x18: 00808230!=00808430
0x80038798,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: ff!=00; word +0x14: ffff4430!=00804230
0x80038798,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x14: ff!=00; word +0x14: ffff4430!=00804230
0x80038800,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x16: 22!=23; word +0x14: 58002282!=58002382
0x80038800,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x16: 22!=23; word +0x14: 58002282!=58002382
0x80038800,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2e: 64!=70; word +0x2c: 00006490!=00007090
0x80038800,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2e: 64!=70; word +0x2c: 00006490!=00007090
0x80038800,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x16: 22!=23; word +0x14: 58002282!=58002382
0x80038800,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x16: 22!=23; word +0x14: 58002282!=58002382
0x800389D8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x800389D8,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x800389D8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x800389D8,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x800389D8,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x800389D8,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 10!=0a; word +0x4: 1000b0af!=0a80023c
0x80038A44,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x80038A44,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x80038A44,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x80038A44,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x12: 04!=02; word +0x10: 58000482!=58000282
0x80038A44,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 10!=14; word +0x4: 1000b0af!=1400bfaf
0x80038A44,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 10!=0a; word +0x4: 1000b0af!=0a80023c
0x80038D2C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x80038D2C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x18: ff!=21; word +0x18: ffff5030!=21204000
0x80038D2C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x18: ff!=21; word +0x18: ffff5030!=21204000
0x80038D2C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x61: 10!=88; word +0x60: 21102202!=21882202
0x80038D2C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x80038D2C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x4: 14!=10; word +0x4: 1400b1af!=1000b0af
0x80038DB8,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80038DB8,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000382
0x80038DB8,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x1e: 42!=04; word +0x1c: ffff4230!=ffff043c
0x80038DB8,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80038DB8,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80038DB8,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x14: ff!=58; word +0x14: ffff043c!=58000582
0x80039E9C,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80023c
0x80039E9C,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,5,gcc_2_8_1_g0,gcc_2_8_1_g0,nonmatch,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80063c
0x80039E9C,6,gcc_2_8_1_g0_split,gcc_2_8_1_g0_split,deferred,byte +0x0: 02!=0f; word +0x0: 02000524!=0f80023c
0x8003B6AC,1,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x0: 09!=40; word +0x0: 0980033c!=40100400
0x8003B6AC,2,gcc_2_8_1_g8_split,gcc_2_8_1_g8_split,nonmatch,byte +0x2c: 0c!=0d; word +0x2c: 0c004010!=0d004010
0x8003B6AC,3,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x2: 03!=02; word +0x0: 0980033c!=0980023c
0x8003B6AC,4,gcc_2_8_1_g8,gcc_2_8_1_g8,nonmatch,byte +0x9: 10!=20; word +0x8: 40100400!=40200400
